"system.cpu.load[percpu,avg1]_avg","icmppingsec[,{$PINGS},,,]_avg","icmpping[,{$PING},,,]_avg",vm.memory.size[total]_avg,vm.memory.size[available]_avg,"vfs.fs.size[,free]_avg"
0.0312379976955575,0.5548092237379683,0.0,0.0,0.0071815996002362,0.4224362614022539
0.0184995519139674,0.3734505920642615,0.0,0.0,0.0072188419999692,0.420624414084159
0.0252208424017411,0.4060660619070703,0.0,0.0,0.0070770682495995,0.4116233306440335
0.0217001664319549,0.1932691641853057,0.0,0.0,0.0069005355313276,0.4065856661736688
0.0184995519139674,0.3386884564780833,0.0,0.0,0.0071968979847083,0.3995744440853741
0.0425681730892331,0.503427740461187,0.0,0.0,0.0073716502519225,0.3899715442948945
0.0398796568941236,0.3333564157606814,0.0,0.0,0.0072202432871666,0.3833453083634595
0.0227243630777109,0.3564157606813932,0.0,0.0,0.007106499684129,0.3744121887475558
0.017091281526053,0.4214389585208781,0.0,0.0,0.0069790762392205,0.3680188971657117
0.0257329407246191,0.2689564434595942,0.0,0.0,0.0066810396930563,0.3585422091373402
0.0325182435027525,0.4834845232324631,0.0,0.0,0.0065665745473566,0.3525694970394397
0.0233004736909486,0.4648570043625788,0.0,0.0,0.006744948076701,0.3391675426764777
0.0402637306362821,0.3236617962744962,0.0,0.0,0.006834592452928,0.3563258964923079
0.0345666367942645,0.284675576483623,0.0,0.0,0.0069182493325294,0.4868567726380206
0.0289975675329663,0.2420192507444083,0.0,0.0,0.0070131877765335,0.4781122360473091
0.0190116502368454,0.2855757911501974,0.0,0.0,0.0069264152091967,0.4689752723525089
0.0268851619510946,0.283152136278651,0.0,0.0,0.0064796216451625,0.4572369624620478
0.0284214569197285,0.3404888858112319,0.0,0.0,0.0064642076214704,0.4591458738750589
0.0256689284342593,0.4986496780001385,0.0,0.0,0.006605907327513,0.4485658874682485
0.0396876200230444,0.3212381414029499,0.0,0.0,0.006752712772668,0.4482148832239545
0.0252848546921008,0.5928259815802231,0.0,0.0,0.0067682377612339,0.4419525902558234
0.0327102803738317,0.2992175057129007,0.0,0.0,0.0067793276775107,0.4345886577193596
0.0202278837536807,0.171456270341389,0.0,0.0,0.0068608004188206,0.4266909200514419
0.9815004480860324,0.3361263070424486,0.0,0.0,0.0069121804752105,0.417421298933732
0.0234925105620279,0.4638182951319161,0.0,0.0,0.0071272320279929,0.4120018711373632
0.031878120599155,0.3913163908316599,0.0,0.0,0.0069847368027069,0.4041461250662905
0.0403277429266419,0.3199224430441105,0.0,0.0,0.0065950209145828,0.3941226457927769
0.0346306490846242,0.4589709853888235,0.0,0.0,0.0064453759744846,0.3924725561691957
0.0309179362437588,0.4239318606744685,0.0,0.0,0.0063966366517798,0.380996338294608
0.0187556010754064,0.4120905754449138,0.0,0.0,0.0066344646596139,0.3701187139386093
0.0144667776213033,0.3589779101170279,0.0,0.0,0.0066058657326211,0.3633274500862171
0.034950710536423,0.3584239318606744,0.0,0.0,0.0063998414907819,0.3583836742736821
0.0347586736653437,0.394848002215913,0.0,0.0,0.0062342091407296,0.3577883509815365
0.0337344770195877,0.441797659441867,0.0,0.0,0.0064112922122623,0.3446620434833676
0.013762642427346,0.2744962260231286,0.0,0.0,0.0065689285201653,0.3379937211657307
0.0182435027525284,0.4906862405650578,0.0,0.0,0.0064613310704917,0.3333961153502969
0.0164511586224555,0.3638252198601205,0.0,0.0,0.006573423681492,0.3472277489563566
0.0113301753936755,0.3891697250882903,0.0,0.0,0.0065348718555933,0.4788260457853539
0.0281654077582896,0.2268540959767329,0.0,0.0,0.0065055475245232,0.4696061889735574
0.0250928178210216,0.3680493040648155,0.0,0.0,0.0064634769333533,0.4618054680067871
0.0355268211496607,0.3733120975001732,0.0,0.0,0.0063540573022402,0.4546906413715987
0.030341825630521,0.4217159476490548,0.0,0.0,0.0063266746532431,0.4431658914490981
0.0236845474331071,0.2797590194584862,0.0,0.0,0.0062320262895765,0.4387398066110108
0.0195237485597234,0.4264940101101032,0.0,0.0,0.0057363516143862,0.4336945590075629
0.0195877608500832,0.4893705422062183,0.0,0.0,0.0060404079033808,0.4263220480524978
0.0315580591473563,0.3294785679662073,0.0,0.0,0.0060411339848984,0.4193593106174376
0.0343105876328255,0.4302333633404889,0.0,0.0,0.0061952108810556,0.4124375220972069
0.286454999359877,0.3873692957551417,0.0,0.0,0.0061506034756861,0.401980619409187
0.3856100371271284,0.4586247489786026,0.0,0.0,0.0061735068832255,0.3973390314249627
0.0229804122391499,0.3109202963783671,0.0,0.0,0.0062197061400137,0.3899488896868206
0.0172193061067725,0.4559241049788796,0.0,0.0,0.0061825377168638,0.3805692657533654
0.0186275764946869,0.4303718579045772,0.0,0.0,0.0060184823145226,0.3726520963091388
0.0332223786967097,0.3280243750432796,0.0,0.0,0.0060406992708568,0.3651070690902998
0.0508257585456407,0.3063499757634513,0.0,0.0,0.0061167888608677,0.3557920439670852
0.0402637306362821,0.2959628834568244,0.0,0.0,0.0058452516480702,0.3499196661905444
0.0255409038535398,0.2875839623294786,0.0,0.0,0.0058294167978827,0.3415948085876152
0.0358468826014594,0.4235856242642477,0.0,0.0,0.0059244166180629,0.3346352939834105
0.0194597362693637,0.3595318883733813,0.0,0.0,0.0060222653496202,0.3246183077671958
0.016067084880297,0.4685963575929645,0.0,0.0,0.0060236018734363,0.3144071459646511
0.0260530021764178,0.3007409459178728,0.0,0.0,0.0059215308538833,0.3111425600463917
0.0386634233772884,0.2366179627449623,0.0,0.0,0.0057407110842326,0.3187103366626616
0.030853923953399,0.3638944671421646,0.0,0.0,0.0056463876213834,0.4540338473116208
0.0227883753680706,0.4093899314451907,0.0,0.0,0.0056322302511864,0.44407183880503
0.0252848546921008,0.3954019804722665,0.0,0.0,0.0056028867485293,0.4343136743782452
0.0236205351427474,0.2960321307388686,0.0,0.0,0.0055207850707761,0.4297387231708853
0.0227883753680706,0.3340488885811232,0.0,0.0,0.0054744598099176,0.4192493078016923
0.0350787351171425,0.3137594349421785,0.0,0.0,0.0055893549953145,0.4087955331560806
0.0321981820509537,0.5124991344089745,0.0,0.0,0.0056188604064271,0.4105297481546586
0.0382153373447702,0.340142649401011,0.0,0.0,0.0057833736235561,0.4033728825288563
0.0327102803738317,0.3023336334048889,0.0,0.0,0.0059955902202517,0.3957339192565996
0.0208680066572782,0.3366110380167578,0.0,0.0,0.0061549053630276,0.3887291428309254
0.0333504032774292,0.2676407451007547,0.0,0.0,0.0061060180194125,0.3772658636762571
0.9373319677378056,0.3857073609860812,0.0,0.0,0.0059149407055327,0.3653884506993563
0.069901421072846,0.5361124575860399,0.0,0.0,0.0058834051385225,0.3536145948755802
0.0677890154909742,0.3328716847863722,0.0,0.0,0.005589433646242,0.3472568966217295
0.0493534758673665,0.3595318883733813,0.0,0.0,0.0054892587169668,0.3412097750369867
0.0330943541159902,0.4080049858043072,0.0,0.0,0.0056186245213876,0.3273781414309269
0.047177057995135,0.3115435219167648,0.0,0.0,0.0055917737315063,0.3200465793906915
0.0238765843041864,0.4232393878540268,0.0,0.0,0.0055650794982939,0.3230348075258007
0.0215721418512354,0.4631258223114742,0.0,0.0,0.0053682984001772,0.3141785619154689
0.0204199206247599,0.2181981857212104,0.0,0.0,0.0052141651409094,0.3024035686221396
0.0521700166431955,0.2658403157676061,0.0,0.0,0.004981655453248,0.2892287290760578
0.0341185507617462,0.300810193199917,0.0,0.0,0.0050770114720304,0.2678810737334061
0.0209320189476379,0.3298248043764282,0.0,0.0,0.005020836080102,0.2629119892162634
0.0224043016259121,0.3441589917595735,0.0,0.0,0.0049512760074517,0.2589479541184118
0.0267571373703751,0.2462433349491033,0.0,0.0,0.0048327597631567,0.2707539434659338
0.0193317116886442,0.3023336334048889,0.0,0.0,0.0049810496175499,0.2614554590491025
0.0231724491102291,0.4258707845717056,0.0,0.0,0.00503742891929,0.2491736281399426
0.0408398412495199,0.4619486185167233,0.0,0.0,0.0048293559596634,0.2472614465013975
0.0302138010498015,0.4332802437504328,0.0,0.0,0.0047054750582145,0.2364387998550228
0.0179234413007297,0.3560002769891283,0.0,0.0,0.0047273127152003,0.2348307492229651
0.0241966457559851,0.5004501073332872,0.0,0.0,0.0048554684740853,0.2335021370217873
0.0224683139162719,0.3690880132954782,0.0,0.0,0.0049563354095845,0.2243575427992254
0.0222122647548329,0.3979641299079012,0.0,0.0,0.0049936981228801,0.2150081092122491
0.0261810267571373,0.5670659926597882,0.0,0.0,0.0048340251556426,0.2128726991113581
0.0441044680578671,0.5176234332802438,0.0,0.0,0.0050542484980589,0.2013599400170278
0.3434899500704135,0.3572467280659235,0.0,0.0,0.0051378442724603,0.198991490777189
0.4581999743950837,0.4639567896960044,0.0,0.0,0.0051682783877637,0.1894880248119079
0.0378952758929714,0.2267848486946887,0.0,0.0,0.0050258708911181,0.1830807992237169
0.0422481116374343,0.2754656879717471,0.0,0.0,0.0047929043370862,0.1756896148053783
0.0483932915119703,0.3249082473512915,0.0,0.0,0.0048584137853504,0.1679233970917266
0.0493534758673665,0.3124437365833391,0.0,0.0,0.0046492882175295,0.1610665391435759
0.0553066188708232,0.2355792535142995,0.0,0.0,0.004513149084647,0.1488975073298206
0.0353987965689412,0.4235163769822035,0.0,0.0,0.0042201256713774,0.1431828587083146
0.0217001664319549,0.5574406204556471,0.0,0.0,0.0042218368201973,0.1345894634268916
0.0244526949174241,0.3969946679592827,0.0,0.0,0.0040512111862769,0.122507068901541
0.0233004736909486,0.3343951249913441,0.0,0.0,0.0038693540508614,0.1176841018677805
0.0183715273332479,0.2007478706460771,0.0,0.0,0.003933220636382,0.1117987853713202
0.0215721418512354,0.2868222422269926,0.0,0.0,0.0039939775633932,0.1219685717069296
0.044872615542184,0.2690949380236825,0.0,0.0,0.0039332200266848,0.2518801429041559
0.0298937395980028,0.2941624541236757,0.0,0.0,0.0039210399719689,0.2410142250082572
0.0113941876840353,0.2992175057129007,0.0,0.0,0.0040637935055993,0.2300407214215738
0.013506593265907,0.4816148466172704,0.0,0.0,0.0040338304151879,0.2259171561736366
0.0304058379208808,0.2681947233571082,0.0,0.0,0.0039855144255112,0.2079160793682604
0.0193317116886442,0.3710961844747593,0.0,0.0,0.0039796800306044,0.2039546983669424
0.0218922033030341,0.2081573298248043,0.0,0.0,0.0039969158292691,0.2091113232281714
0.0467289719626168,0.4526694827228031,0.0,0.0,0.0039931914605828,0.1954478455845674
0.0262450390474971,0.2606467696142927,0.0,0.0,0.0033390880067303,0.1910528515891201
0.0202918960440404,0.4263555155460149,0.0,0.0,0.0032454157681414,0.1918147194282937
0.0192676993982844,0.3294093206841632,0.0,0.0,0.0033241782702955,0.1689129484830118
0.4144155677890154,0.2458970985388823,0.0,0.0,0.0031950277566989,0.1649977297993246
0.4106388426577902,0.4814071047711378,0.0,0.0,0.0027087819118731,0.1641651492500386
0.0217001664319549,0.4448445398518108,0.0,0.0,0.0026625102366173,0.1571221253998374
0.0424401485085136,0.231909147565958,0.0,0.0,0.0029649432409204,0.1456660976155035
0.0588272948406094,0.3438127553493525,0.0,0.0,0.0027798029542953,0.1352492433452425
0.0186275764946869,0.4046118689841423,0.0,0.0,0.002628266462775,0.1168101932462377
0.01529893739598,0.4038501488816564,0.0,0.0,0.0026649836423171,0.108342440990782
0.0245167072077839,0.4172841215982273,0.0,0.0,0.0026016746586785,0.1029983231792357
0.0263090513378568,0.3520531819126099,0.0,0.0,0.0025122135980497,0.0904576230859675
0.0202278837536807,0.3049650301225677,0.0,0.0,0.0022938282891971,0.1015539260242803
0.0469850211240558,0.3320407174018419,0.0,0.0,0.0023678983591368,0.1057551709855033
0.0250928178210216,0.3442974863236618,0.0,0.0,0.0024873698633198,0.0949775965827939
0.0190116502368454,0.4412436811855135,0.0,0.0,0.002467092624478,0.1048782291109091
0.0161310971706567,0.281213212381414,0.0,0.0,0.0024369190530739,0.2398508776996095
0.0236205351427474,0.4886780693857766,0.0,0.0,0.0025135131335733,0.2291978088533142
0.0234284982716681,0.2952704106363826,0.0,0.0,0.0024261016036621,0.2238642600332241
0.0181154781718089,0.2512291392562842,0.0,0.0,0.002142972151911,0.219085843902576
0.0419280501856356,0.3837684370888443,0.0,0.0,0.0019987693004992,0.2117877424352627
0.0221482524644731,0.3590471573990721,0.0,0.0,0.0018607537231352,0.2015923156322969
0.0218281910126744,0.3057959975070978,0.0,0.0,0.0017437983711934,0.1924702338355928
0.0167712200742542,0.3020566442767122,0.0,0.0,0.0016667831254775,0.1877408710934105
0.0322621943413135,0.3537843639637145,0.0,0.0,0.0019859867295481,0.1817464048845067
0.0291896044040455,0.4026036978048612,0.0,0.0,0.0022158167983974,0.1706462155898407
0.0204839329151197,0.4013572467280659,0.0,0.0,0.0022239628260365,0.163045025797146
0.6250160030725899,0.2327401149504882,0.0,0.0,0.0022168440025449,0.1574367780031025
0.5467929842529765,0.4816840938993145,0.0,0.0,0.0019705515019463,0.1444654033793995
0.0189476379464857,0.305034277404612,0.0,0.0,0.0018622437551352,0.1388272496069476
0.0136986301369863,0.3679108095007272,0.0,0.0,0.0020392850285437,0.1293870554027307
0.0258609653053386,0.3413891004778063,0.0,0.0,0.002131215159248,0.1237850636935036
0.0251568301113813,0.3993490755487847,0.0,0.0,0.0020996795244938,0.1155519619933329
0.0354628088593009,0.3096045980195278,0.0,0.0,0.0021428841522945,0.1042197288461466
0.0432082959928306,0.4500380860051244,0.0,0.0,0.0021331773000463,0.0947490125336116
0.0212520803994367,0.3947787549338688,0.0,0.0,0.0020354105388786,0.0862159505504678
0.0213160926897964,0.4761443113357801,0.0,0.0,0.0018923845383831,0.0848616978819336
0.015811035718858,0.4804376428225192,0.0,0.0,0.0017856039473524,0.0715576607171897
0.0278453463064908,0.3415275950418946,0.0,0.0,0.001717437506814,0.0651756964398373
0.0192676993982844,0.414860466726681,0.0,0.0,0.0018286140140295,0.0740117519590057
0.0177954167200102,0.4123675645730905,0.0,0.0,0.0018396584062561,0.2109696646266456
0.0342465753424657,0.4708815179004224,0.0,0.0,0.0011527361084588,0.205807684177671
0.0218281910126744,0.3276781386330587,0.0,0.0,0.0010428232323818,0.1953062779803076
0.0234284982716681,0.4577245343120283,0.0,0.0,0.001037648732983,0.1937101233870635
0.0148508513634618,0.3738660757565265,0.0,0.0,0.0011616419541891,0.1990189796324557
0.0236205351427474,0.3684647877570806,0.0,0.0,0.0012525475227667,0.1913590205622313
0.0284214569197285,0.3339103940170348,0.0,0.0,0.0010710480085798,0.1855291083275005
0.0299577518883625,0.4312720725711516,0.0,0.0,0.0012075954352965,0.1780565000244678
0.0416079887338368,0.3343951249913441,0.0,0.0,0.0011213059513055,0.1720477680473777
0.02803738317757,0.4894397894882626,0.0,0.0,0.0012568013795251,0.1615243707656191
0.0271412111125336,0.35288414929714,0.0,0.0,0.0012149355110961,0.1512421170964444
0.0254768915631801,0.4487916349283292,0.0,0.0,0.0009914233947077,0.1436358086884865
0.860709256177186,0.4763520531819126,0.0,0.0,0.0010018421022079,0.1404138778907508
0.2703879144795801,0.2830136417145626,0.0,0.0,0.0013116399089163,0.1285981252594865
0.032134169760594,0.4952565611799737,0.0,0.0,0.0013858414024561,0.1208273576667124
0.0409038535398796,0.415206703136902,0.0,0.0,0.0014907091704108,0.1082224379197214
0.0238125720138266,0.3075271795582023,0.0,0.0,0.0015350395700588,0.1030975200310422
0.0193957239790039,0.3787133854996192,0.0,0.0,0.0013890770650348,0.0996621714484717
0.0170272692356932,0.2337095768991067,0.0,0.0,0.0012446347381462,0.0868502795801759
0.0232364614005889,0.3846686517554186,0.0,0.0,0.0011572129788719,0.0788500748358274
0.0485213160926897,0.3323177065300188,0.0,0.0,0.0010311007214776,0.073244955084192
0.0407758289591601,0.5867322207603352,0.0,0.0,0.001109543945577,0.0620293599931756
0.0359749071821789,0.3992798282667406,0.0,0.0,0.0009840040582833,0.0600753763364991
0.0261810267571373,0.1929229277750848,0.0,0.0,0.0011114995151952,0.0848954428220167
