"system.cpu.load[percpu,avg1]_avg","icmppingsec[,{$PINGS},,,]_avg","icmpping[,{$PING},,,]_avg",vm.memory.size[total]_avg,vm.memory.size[available]_avg,"vfs.fs.size[,free]_avg"
0.0047312641937925,0.1715605123290058,0.0,0.0,0.7796373720884782,0.8628474971720834
0.0078538985616956,0.1716476431123116,0.0,0.0,0.7858997216264434,0.8558822671634942
0.0111657834973504,0.1616276030321513,0.0,0.0,0.7917849044359366,0.8489669440839123
0.0002838758516275,0.2392611309575673,0.0,0.0,0.8051105413626525,0.8419793572331713
0.008232399697199,0.2792541604949028,0.0,0.0,0.8082664105095414,0.835348901137607
0.0115442846328539,0.2164328657314629,0.0,0.0,0.7874697447281913,0.8281071194282532
0.0,0.2577328570183846,0.0,0.0,0.7933408146748717,0.8210956223308017
0.0154239212717638,0.1915134617060207,0.0,0.0,0.7893489416292496,0.814213567998948
0.0225208175624526,0.2390868693909558,0.0,0.0,0.7903119518972499,0.8073190331274986
0.0097464042392127,0.185675699224536,0.0,0.0,0.7880303598811338,0.8003116936716594
0.0108819076457229,0.1886381458569312,0.0,0.0,0.787278810786161,0.7932950033295327
0.0049205147615442,0.1767883593273504,0.0,0.0,0.9285998480345976,0.7862287411064699
0.0094625283875851,0.1494292933693474,0.0,0.0,0.9969014310806206,0.7793728585956359
0.0014193792581377,0.1474252853533154,0.0,0.0,1.0,0.7724149006525494
0.0059613928841786,0.1581423716999216,0.0,0.0,0.9905834913957264,0.7654319968596894
0.0053936411809235,0.1576195870000871,0.0,0.0,0.9880761154987172,0.7580815758223167
0.019114307342922,0.1696436350962795,0.0,0.0,0.9890538806927518,0.7547239756191573
0.0085162755488266,0.1638058726147948,0.0,0.0,0.9841727594812382,0.7484147772939451
0.0068130204390613,0.2325520606430252,0.0,0.0,0.9785199910299072,0.7413554520883139
0.0028387585162755,0.1523046092184369,0.0,0.0,0.9809260211624038,0.7344011416000598
0.0101249053747161,0.2324649298597194,0.0,0.0,0.8135454355255773,0.8405035543647728
