"system.cpu.load[percpu,avg1]_avg","icmppingsec[,{$PINGS},,,]_avg","icmpping[,{$PING},,,]_avg",vm.memory.size[total]_avg,vm.memory.size[available]_avg,"vfs.fs.size[,free]_avg"
0.0151856863629529,0.3842055781886555,0.0,1.0,0.0955850220384327,0.0445302375546923
0.0298451360697639,0.3423691632717016,0.0,1.0,0.0950680481646061,0.0445355199001724
0.0110509697789806,0.3615637731118771,0.0,1.0,0.0946883821539182,0.0441555881179382
0.012404149751917,0.3907865872767156,0.0,1.0,0.0941231605902087,0.0439424778561381
0.0087956698240866,0.3879661548104043,0.0,1.0,0.0937740715838014,0.0433075904315138
0.0190196962862727,0.3834221247257913,0.0,1.0,0.0934385853688571,0.0430397058718377
0.0250338294993234,0.3760576621748668,0.0,1.0,0.092967613625169,0.0425188124401145
0.0238310028567132,0.3936070197430272,0.0,1.0,0.0925627020169131,0.0422253490286372
0.038941512554503,0.4252585396427452,0.0,1.0,0.0921537245690101,0.0416040849236942
0.0099233198015336,0.4489188342212472,0.0,1.0,0.0917183777164211,0.0413663671589006
0.0171402796571944,0.4707771858351613,0.0,1.0,0.0911966353666865,0.0409418123864995
0.019771462937904,0.3925885302413037,0.0,1.0,0.0907864046786698,0.0406390916340235
0.009021199819576,0.3871043560012535,0.0,1.0,0.0903531513534182,0.0402160071212378
0.0105247331228386,0.3317925415230335,0.0,1.0,0.0899888467793362,0.0398272843268863
0.024282062847692,0.3932936383578815,0.0,1.0,0.0896339332881385,0.0395385819499978
0.0456322357540219,0.3701817612033845,0.0,1.0,0.0891710973327289,0.0389750102620851
0.004510599909788,0.3666562206204952,0.0,1.0,0.0883417790417285,0.0387482746442344
0.0227033528792662,0.3533375117518019,0.0,1.0,0.0881708103818329,0.0381656567815866
0.0081190798376184,0.3652460043873393,0.0,1.0,0.0878141464634602,0.0378453641867295
0.018042399639152,0.4025383892196803,0.0,1.0,0.0872923794598218,0.0373543300579228
0.0099233198015336,0.3644625509244751,0.0,1.0,0.0869029196858196,0.0371279019320383
0.02255299954894,0.3858508304606706,0.0,1.0,0.0865069862075583,0.0366865247016576
0.04006916253195,0.3329677217173299,0.0,1.0,0.086054948662046,0.0363410686746128
0.023680649526387,0.3728455029771231,0.0,1.0,0.0857243726829567,0.0358364397353128
0.0172906329875206,0.3831870886869319,0.0,1.0,0.085196598344741,0.0355296319869324
0.0060141332130506,0.3199623942337825,0.0,1.0,0.0849066951435691,0.0350380704381265
0.0118027364306119,0.3674396740833594,0.0,1.0,0.0844165097907946,0.0345217629131191
0.007893549842129,0.3339862112190536,0.0,1.0,0.0841326365236122,0.0343782985640963
0.0313486693730266,0.3220777185835161,0.0,1.0,0.0836873315483496,0.0339374792992757
0.0364606826041196,0.3176120338451896,0.0,1.0,0.083277653518678,0.0335329420504137
0.019170049616599,0.3863992478846756,0.0,1.0,0.0829988281383141,0.0331630190299492
0.0176665163133363,0.3209025383892196,0.0,1.0,0.082512431268768,0.0327562580643352
0.0193955796120884,0.4008147916013789,0.0,1.0,0.0821254718115173,0.0323595058604873
0.0042850699142986,0.3648542776559073,0.0,1.0,0.0816693684263575,0.0317068246290794
0.014659449706811,0.3511438420557818,0.0,1.0,0.0812696464648675,0.031265168415917
0.0255600661554653,0.3727671576308368,0.0,1.0,0.0809996574545505,0.0310827808781937
0.0362351526086302,0.3479316828580382,0.0,1.0,0.0805810012948845,0.0307847295236314
0.0139828597203428,0.3416640551551237,0.0,1.0,0.0800810797045713,0.0303164538732652
0.0120282664261013,0.3558445628329677,0.0,1.0,0.0798020344935644,0.0297960450977576
0.0167643963313787,0.3463647759323096,0.0,1.0,0.0793006295600348,0.0294968818848175
0.0097729664712073,0.3700250705108117,0.0,1.0,0.078574397459103,0.0290616219118824
0.0332280860021049,0.377389533061736,0.0,1.0,0.0785805691530395,0.0285378103610121
0.024808299503834,0.4045753682231275,0.0,1.0,0.078270749706521,0.0282193240269243
0.0318749060291685,0.4645095581322469,0.0,1.0,0.0778113283167981,0.0279652684603632
0.0196962862727409,0.4235349420244437,0.0,1.0,0.0774309124165338,0.0274333256814678
0.0275898361148699,0.4129583202757756,0.0,1.0,0.0770696197277086,0.0268907449022677
0.0181175763043151,0.4414760263240364,0.0,1.0,0.0766429202319035,0.026500853231159
0.0137573297248534,0.4148386085866499,0.0,1.0,0.0763100082954223,0.0263755512720109
0.0212749962411667,0.3491852083986211,0.0,1.0,0.0759309031610474,0.0258509048091717
0.0227785295444294,0.3661861485427765,0.0,1.0,0.0754192586394418,0.0256316752535532
0.047962712374079,0.468896897524287,0.0,1.0,0.0751167223670262,0.0250155835300773
0.0118027364306119,0.4018332811031024,0.0,1.0,0.0746485673318556,0.0247708871230472
0.0057886032175612,0.3595267941084299,0.0,1.0,0.0743053664994904,0.0242348410572788
0.0193955796120884,0.350438733939204,0.0,1.0,0.0738538918847834,0.0239419335749921
0.0043602465794617,0.4692102789094328,0.0,1.0,0.0734973676718658,0.023439249369666
0.0076680198466396,0.4085709808837354,0.0,1.0,0.0730911946055284,0.0231011629680217
0.031047962712374,0.3751958633657161,0.0,1.0,0.0726872650444437,0.0227272099700321
0.0354833859569989,0.444139768097775,0.0,1.0,0.0722334051645366,0.0223773044731068
0.0151856863629529,0.3686148542776558,0.0,1.0,0.0718014256243185,0.0219969572712592
0.0121786197564276,0.3411156377311187,0.0,1.0,0.0714178314249466,0.0214347743881333
0.0081190798376184,0.3511438420557818,0.0,1.0,0.0711087125601962,0.0211531280355679
0.0358592692828146,0.3564713256032591,0.0,1.0,0.0706509470910169,0.0206465828714819
0.0167643963313787,0.384283923534942,0.0,1.0,0.0702450328906704,0.0203257038018733
0.0323259660201473,0.3503603885929175,0.0,1.0,0.0699697165826246,0.0199272838104604
0.0238310028567132,0.3852240676903791,0.0,1.0,0.0689297389009818,0.0221192902019922
0.0137573297248534,0.3585083046067063,0.0,1.0,0.0691781269825205,0.0298114767145811
0.0170651029920312,0.3871827013475399,0.0,1.0,0.0686991612105009,0.0293838633134591
0.031574199368516,0.3237229708555311,0.0,1.0,0.0682568023767514,0.0288056949206918
